timestamp,type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,countTransac,embedding_cosine_isAnomaly,embedding_euclidean_isAnomaly,rf_isAnomaly
2024-06-11 10:38:58.637026,CASH_OUT,Alice,John,4927.4,12045.8,7118.4,47899.21,52826.61,1,1234-5678-9012-0673,1.0,1,1,1
2025-02-24 10:38:58.636261,CASH_OUT,Jane,John,1647.72,31193.37,29545.65,23903.74,25551.460000000003,0,1234-5678-9012-0960,1.0,1,1,1
2024-05-30 10:38:58.642916,PAYMENT,Bob,David,2993.69,15731.96,12738.27,21515.66,24509.35,1,1234-5678-9012-0590,1.0,1,1,1
2025-04-11 10:38:58.643551,CASH_OUT,Eve,Bob,1966.21,32599.62,30633.41,37416.79,39383.0,1,1234-5678-9012-0280,1.0,0,1,1
2024-06-10 10:38:58.640571,PAYMENT,John,Alice,933.4,33595.54,32662.14,31089.81,32023.210000000003,1,1234-5678-9012-0211,1.0,0,1,0
2024-09-23 10:38:58.664053,CASH_OUT,Alice,Bob,2258.56,33529.42,31270.86,37807.47,40066.03,1,1234-5678-9012-0485,1.0,1,1,0
2024-06-03 10:38:58.660395,CASH_IN,Jane,David,134.07,5811.45,5677.38,32634.78,32768.85,1,1234-5678-9012-0613,1.0,1,1,0
2025-04-25 10:38:58.634531,DEBIT,Bob,David,7659.71,34083.72,26424.01,7838.21,15497.92,1,1234-5678-9012-0562,1.0,1,1,0
2025-04-26 10:38:58.647014,TRANSFER,Jane,John,8209.43,43455.54,35246.11,20895.77,29105.2,1,1234-5678-9012-0602,1.0,1,1,1
2024-09-08 10:38:58.647627,TRANSFER,Alice,Charlie,6913.76,34587.11,27673.35,12385.93,19299.69,1,1234-5678-9012-0040,1.0,1,1,1
2024-11-03 10:38:58.622245,PAYMENT,Charlie,Bob,7220.85,20976.28,13755.429999999998,24638.55,31859.4,0,1234-5678-9012-0034,1.0,1,1,1
2025-01-19 10:38:58.663660,TRANSFER,Eve,Alice,7731.24,29032.52,21301.28,40701.28,48432.52,1,1234-5678-9012-0534,1.0,1,1,1
2025-03-16 10:38:58.658649,DEBIT,Eve,Bob,345.91,47588.24,47242.33,21818.98,22164.89,1,1234-5678-9012-0799,1.0,0,1,1
2025-05-03 10:38:58.642218,TRANSFER,David,Eve,2087.32,19015.37,16928.05,12743.34,14830.66,1,1234-5678-9012-0502,1.0,1,1,1
2024-10-03 10:38:58.654522,TRANSFER,Bob,David,3256.86,25853.62,22596.76,37401.44,40658.3,1,1234-5678-9012-0035,1.0,1,1,1
2025-01-20 10:38:58.659211,CASH_OUT,David,John,7865.73,37693.84,29828.11,31432.86,39298.59,1,1234-5678-9012-0898,1.0,1,1,1
2025-02-28 10:38:58.649669,CASH_OUT,David,Charlie,5891.21,18947.21,13056.0,2573.26,8464.470000000001,1,1234-5678-9012-0371,1.0,1,0,0
2024-05-07 10:38:58.627442,CASH_IN,Bob,David,4546.25,928.71,-3617.54,9218.08,13764.33,1,1234-5678-9012-0648,1.0,1,1,0
2024-05-09 10:38:58.649028,CASH_IN,David,Jane,3173.41,17129.1,13955.69,32872.75,36046.16,1,1234-5678-9012-0144,1.0,1,1,0
2024-07-04 10:38:58.661128,CASH_OUT,Eve,Jane,8195.01,48994.06,40799.05,43935.63,52130.64,1,1234-5678-9012-0735,1.0,1,1,0
2025-02-11 10:38:58.666223,PAYMENT,Bob,Charlie,4394.66,9405.03,5010.370000000001,33074.69,37469.350000000006,1,1234-5678-9012-0103,1.0,1,1,1
2025-02-01 10:38:58.658725,DEBIT,Eve,Alice,2534.32,49643.8,47109.48,5465.64,7999.960000000001,1,1234-5678-9012-0326,1.0,1,1,1
2025-04-07 10:38:58.655521,CASH_OUT,John,Charlie,5389.4,36390.49,31001.09,42986.42,48375.82,1,1234-5678-9012-0840,1.0,1,0,1
2024-12-19 10:38:58.656973,TRANSFER,Bob,John,6515.82,5952.56,-563.2599999999993,26318.21,32834.03,1,1234-5678-9012-0104,1.0,1,1,1
2024-11-13 10:38:58.647020,DEBIT,Jane,David,7436.59,39258.09,31821.5,11678.4,19114.99,1,1234-5678-9012-0653,1.0,0,1,1
2025-04-05 10:38:58.657602,TRANSFER,David,Eve,1049.33,16354.08,15304.75,46488.02,47537.35,1,1234-5678-9012-0265,1.0,1,1,0
2025-04-06 10:38:58.663445,DEBIT,Jane,Bob,6698.53,24033.72,17335.190000000002,9843.32,16541.85,1,1234-5678-9012-0272,1.0,1,0,1
2024-10-29 10:38:58.652900,PAYMENT,John,Jane,6496.54,7456.45,959.91,28984.12,35480.66,1,1234-5678-9012-0340,1.0,0,1,1
2024-11-26 10:38:58.637113,DEBIT,Eve,Jane,7337.51,21754.04,14416.53,4160.95,11498.46,1,1234-5678-9012-0136,1.0,0,1,1
2024-07-27 10:38:58.659600,PAYMENT,Bob,Jane,7392.67,22025.2,14632.53,16282.56,23675.23,1,1234-5678-9012-0974,1.0,1,1,1
2024-12-13 10:38:58.647855,CASH_OUT,Jane,Bob,3834.55,29175.19,25340.64,21167.93,25002.48,1,1234-5678-9012-0054,1.0,1,1,1
2024-07-24 10:38:58.676963,CASH_OUT,John,Bob,2975.4,35320.54,32345.14,20627.37,23602.77,1,1234-5678-9012-0874,1.0,1,0,1
2024-05-17 10:38:58.643884,CASH_IN,Bob,Alice,2540.15,43492.93,40952.78,1879.12,4419.27,1,1234-5678-9012-0044,1.0,1,1,1
2024-09-01 10:38:58.677737,PAYMENT,Alice,Charlie,9377.81,5777.45,-3600.36,40048.19,49426.0,1,1234-5678-9012-0350,1.0,1,1,1
2024-11-06 10:38:58.660448,DEBIT,Jane,John,4943.08,26874.9,21931.82,7343.79,12286.87,1,1234-5678-9012-0472,1.0,0,1,1
2024-10-23 10:38:58.656162,DEBIT,David,Eve,1492.58,19492.2,17999.620000000003,4690.74,6183.32,1,1234-5678-9012-0120,1.0,0,1,1
2025-03-22 10:38:58.656911,TRANSFER,Jane,Alice,3816.64,35600.61,31783.97,26276.63,30093.27,1,1234-5678-9012-0353,1.0,1,1,1
2025-03-12 10:38:58.644807,CASH_IN,David,Charlie,7070.31,9374.59,2304.28,38534.54,45604.85,1,1234-5678-9012-0429,1.0,1,1,1
2025-02-08 10:38:58.636106,CASH_OUT,Bob,Alice,7019.31,7631.83,612.5199999999995,28675.46,35694.77,0,1234-5678-9012-0208,1.0,1,1,1
2024-05-06 10:38:58.659926,CASH_IN,John,David,1874.13,38858.83,36984.7,49850.67,51724.8,1,1234-5678-9012-0739,1.0,0,1,1
2024-11-12 10:38:58.633794,TRANSFER,David,Jane,1167.51,24424.8,23257.29,49521.81,50689.32,0,1234-5678-9012-0882,1.0,1,1,1
2025-01-03 10:38:58.650041,CASH_OUT,David,Eve,3917.98,35283.47,31365.49,47959.89,51877.87,1,1234-5678-9012-0390,1.0,1,1,0
2024-10-12 10:38:58.631507,CASH_OUT,Jane,Eve,1388.05,5501.49,4113.44,16487.64,17875.69,0,1234-5678-9012-0363,1.0,1,1,1
2025-01-26 10:38:58.648214,DEBIT,Bob,Charlie,6949.43,22589.99,15640.56,3805.16,10754.59,1,1234-5678-9012-0498,1.0,1,1,1
2025-04-14 10:38:58.663741,CASH_IN,John,Bob,5827.32,30068.76,24241.44,4884.47,10711.79,1,1234-5678-9012-0509,1.0,0,1,1
2024-09-19 10:38:58.640332,TRANSFER,Jane,David,1790.74,30562.85,28772.11,8403.35,10194.09,0,1234-5678-9012-0253,1.0,1,1,1
2024-05-10 10:38:58.676638,CASH_IN,Jane,David,6339.09,36622.3,30283.210000000003,22923.32,29262.41,1,1234-5678-9012-0070,1.0,1,1,0
2024-05-21 10:38:58.653945,PAYMENT,Bob,Alice,8282.62,2794.49,-5488.130000000001,46519.67,54802.29,1,1234-5678-9012-0105,1.0,1,1,0
2024-05-27 10:38:58.647945,CASH_IN,Eve,John,5554.94,8353.57,2798.63,33336.46,38891.4,1,1234-5678-9012-0724,1.0,0,1,1
2024-07-17 10:38:58.658835,DEBIT,Bob,David,6471.89,30535.41,24063.52,8108.23,14580.12,1,1234-5678-9012-0957,1.0,1,1,1
2024-10-06 10:38:58.636055,TRANSFER,Eve,Bob,8880.64,33914.07,25033.43,16871.21,25751.85,1,1234-5678-9012-0623,1.0,1,1,1
2024-06-25 10:38:58.648541,TRANSFER,Alice,Bob,9864.3,31880.39,22016.09,40018.25,49882.55,1,1234-5678-9012-0619,1.0,1,1,0
2024-11-23 10:38:58.637801,CASH_OUT,David,John,8691.25,20725.5,12034.25,36613.34,45304.59,1,1234-5678-9012-0410,1.0,1,1,1
2024-11-03 10:38:58.660435,CASH_OUT,Jane,Alice,5914.81,15716.93,9802.12,13207.85,19122.66,1,1234-5678-9012-0902,1.0,1,1,1
2025-01-31 10:38:58.632308,CASH_OUT,Charlie,Bob,8593.14,28070.05,19476.91,35162.73,43755.87,1,1234-5678-9012-0871,1.0,1,1,1
2025-01-02 10:38:58.635508,CASH_OUT,Jane,David,4182.04,27116.98,22934.94,29792.74,33974.78,1,1234-5678-9012-0161,1.0,1,1,1
2024-12-21 10:38:58.629761,PAYMENT,David,Eve,2853.3,35244.34,32391.04,4311.49,7164.79,1,1234-5678-9012-0762,1.0,1,1,1
2025-03-05 10:38:58.666700,PAYMENT,Eve,Jane,5714.65,29554.75,23840.1,13682.62,19397.27,1,1234-5678-9012-0521,1.0,1,1,0
2024-08-29 10:38:58.640906,DEBIT,Alice,John,9904.24,40132.15,30227.910000000003,23075.84,32980.08,1,1234-5678-9012-0044,1.0,1,1,1
2024-12-08 10:38:58.677710,CASH_OUT,Bob,Charlie,385.63,12532.27,12146.64,23241.67,23627.3,1,1234-5678-9012-0690,1.0,1,1,1
2024-08-16 10:38:58.655159,CASH_IN,Eve,John,5928.65,38970.47,33041.82,15419.9,21348.55,1,1234-5678-9012-0588,1.0,1,1,0
2024-06-30 10:38:58.647620,DEBIT,David,Eve,5757.25,46790.1,41032.85,12553.87,18311.120000000003,1,1234-5678-9012-0416,1.0,0,1,1
2024-06-21 10:38:58.666996,CASH_OUT,Jane,John,1314.75,28197.02,26882.27,795.11,2109.86,1,1234-5678-9012-0056,1.0,1,1,1
2025-04-20 10:38:58.649188,PAYMENT,Alice,Eve,9497.91,39288.77,29790.86,3082.71,12580.62,1,1234-5678-9012-0318,1.0,1,1,0
2025-02-06 10:38:58.647919,DEBIT,Alice,Jane,117.11,46040.47,45923.36,17934.44,18051.55,1,1234-5678-9012-0849,1.0,1,1,0
2025-03-03 10:38:58.637697,TRANSFER,Eve,Bob,3838.33,40340.34,36502.01,15951.91,19790.24,1,1234-5678-9012-0622,1.0,1,1,1
2024-06-08 10:38:58.664963,TRANSFER,Jane,Alice,1750.38,5151.41,3401.03,28520.17,30270.55,1,1234-5678-9012-0178,1.0,1,1,1
2024-05-16 10:38:58.649195,CASH_IN,John,David,8702.36,48075.49,39373.13,26704.83,35407.19,1,1234-5678-9012-0098,1.0,1,1,0
2024-08-07 10:38:58.641910,PAYMENT,Jane,John,267.11,37144.55,36877.44,25526.17,25793.28,1,1234-5678-9012-0882,1.0,0,1,0
2024-06-11 10:38:58.629543,TRANSFER,Jane,John,7933.49,35108.64,27175.15,31139.98,39073.47,1,1234-5678-9012-0180,1.0,1,1,0
2025-04-15 10:38:58.661325,CASH_OUT,Bob,Eve,882.25,10582.84,9700.59,29457.69,30339.94,1,1234-5678-9012-0273,1.0,1,1,0
2024-12-03 10:38:58.648463,CASH_OUT,Bob,Jane,699.86,1916.98,1217.12,5805.37,6505.23,1,1234-5678-9012-0218,1.0,1,1,0
2025-01-11 10:38:58.644175,CASH_OUT,Alice,Eve,543.68,17991.72,17448.04,29625.28,30168.96,1,1234-5678-9012-0689,1.0,1,1,1
2024-06-02 10:38:58.653848,DEBIT,John,Charlie,7736.64,23024.0,15287.36,43272.12,51008.76,1,1234-5678-9012-0526,1.0,0,1,1
2024-05-10 10:38:58.658468,TRANSFER,Jane,Alice,4453.96,11740.42,7286.46,14700.02,19153.98,1,1234-5678-9012-0289,1.0,1,1,0
2024-08-25 10:38:58.661465,TRANSFER,Alice,Eve,8893.81,36549.32,27655.51,22386.19,31280.0,1,1234-5678-9012-0383,1.0,1,1,1
2024-09-01 10:38:58.666399,TRANSFER,Alice,Bob,5132.37,35253.92,30121.55,33090.35,38222.72,1,1234-5678-9012-0410,1.0,1,1,1
2024-10-05 10:38:58.661246,CASH_IN,David,Eve,1889.57,42508.58,40619.01,39732.21,41621.78,1,1234-5678-9012-0560,1.0,0,1,1
2025-03-24 10:38:58.666801,CASH_OUT,David,Bob,4156.13,6843.57,2687.44,15558.91,19715.04,1,1234-5678-9012-0146,1.0,1,1,1
2024-06-08 10:38:58.656388,CASH_OUT,David,Charlie,9317.48,48137.58,38820.100000000006,43400.21,52717.69,1,1234-5678-9012-0558,1.0,1,1,1
2024-05-22 10:38:58.667030,CASH_OUT,Charlie,Bob,3017.75,37717.01,34699.26,36189.13,39206.88,1,1234-5678-9012-0828,1.0,1,1,1
2024-07-11 10:38:58.652217,CASH_OUT,Alice,John,9005.7,40517.66,31511.960000000003,16079.08,25084.78,1,1234-5678-9012-0087,1.0,1,1,0
2024-08-10 10:38:58.663405,TRANSFER,David,Bob,8143.24,2241.45,-5901.79,44176.97,52320.21,1,1234-5678-9012-0712,1.0,1,1,1
2025-03-30 10:38:58.666521,TRANSFER,Charlie,Jane,5560.68,26815.89,21255.21,31128.68,36689.36,1,1234-5678-9012-0693,1.0,1,1,0
2024-08-10 10:38:58.677952,DEBIT,David,Alice,9954.19,19904.63,9950.44,30559.87,40514.06,1,1234-5678-9012-0484,1.0,1,1,0
2024-08-16 10:38:58.639969,DEBIT,David,Alice,5958.89,40584.84,34625.95,4810.96,10769.85,0,1234-5678-9012-0423,1.0,1,1,1
2024-07-23 10:38:58.666924,DEBIT,John,David,7598.08,42970.56,35372.48,39361.84,46959.92,1,1234-5678-9012-0639,1.0,1,1,0
2025-03-08 10:38:58.654897,TRANSFER,Eve,Alice,7929.5,5784.88,-2144.62,12258.49,20187.99,1,1234-5678-9012-0114,1.0,1,1,1
2024-06-28 10:38:58.649539,CASH_IN,Jane,Charlie,1369.61,30313.24,28943.63,31317.67,32687.28,1,1234-5678-9012-0568,1.0,1,1,1
2024-10-19 10:38:58.650179,TRANSFER,Jane,Eve,2512.23,14373.96,11861.73,25607.77,28120.0,1,1234-5678-9012-0396,1.0,1,1,1
2025-01-20 10:38:58.661014,CASH_IN,Jane,Alice,3056.96,47114.36,44057.4,22733.79,25790.75,1,1234-5678-9012-0594,1.0,1,1,1
2024-10-05 10:38:58.637631,CASH_OUT,Jane,Eve,3409.85,46152.19,42742.34,6549.46,9959.31,1,1234-5678-9012-0367,1.0,1,1,0
2024-10-03 10:38:58.644786,DEBIT,David,Charlie,807.57,41335.09,40527.52,31310.04,32117.61,1,1234-5678-9012-0713,1.0,1,1,0
2024-05-22 10:38:58.649654,PAYMENT,Jane,John,7655.26,19619.14,11963.88,21736.86,29392.120000000003,1,1234-5678-9012-0319,1.0,0,1,1
2024-10-21 10:38:58.662762,TRANSFER,John,Eve,9920.5,18160.41,8239.91,48567.38,58487.88,1,1234-5678-9012-0029,1.0,1,1,1
2024-08-13 10:38:58.646974,PAYMENT,John,Alice,3215.91,199.76,-3016.15,34712.64,37928.55,1,1234-5678-9012-0356,1.0,1,1,1
2024-07-21 10:38:58.643264,DEBIT,Charlie,David,6649.53,48323.95,41674.42,40046.58,46696.11,1,1234-5678-9012-0028,1.0,1,1,0
2025-04-22 10:38:58.646783,CASH_IN,David,Eve,8941.92,34787.16,25845.240000000005,6614.1,15556.02,1,1234-5678-9012-0572,1.0,1,1,1
2024-05-19 10:38:58.653423,PAYMENT,Eve,Jane,2021.33,48027.21,46005.88,10130.97,12152.3,1,1234-5678-9012-0193,1.0,0,1,1
2024-10-16 10:38:58.624083,DEBIT,Jane,Alice,5663.58,8594.24,2930.66,26994.62,32658.2,0,1234-5678-9012-0607,1.0,0,1,0
2025-04-16 10:38:58.640827,CASH_OUT,Charlie,David,9690.3,17439.16,7748.860000000001,28008.08,37698.380000000005,1,1234-5678-9012-0122,1.0,1,1,1
2024-10-12 10:38:58.644834,TRANSFER,Jane,John,3759.74,5837.05,2077.3100000000004,19020.97,22780.71,1,1234-5678-9012-0507,1.0,1,1,0
2025-04-19 10:38:58.625578,CASH_OUT,Bob,Jane,9662.57,26039.3,16376.73,38284.87,47947.44,1,1234-5678-9012-0844,1.0,1,1,0
2024-11-25 10:38:58.634401,CASH_OUT,Eve,Bob,5099.79,24160.88,19061.09,22816.87,27916.66,1,1234-5678-9012-0897,1.0,1,1,1
2024-12-18 10:38:58.651198,CASH_OUT,Charlie,Eve,8545.92,43371.24,34825.32,17690.49,26236.410000000003,1,1234-5678-9012-0897,1.0,0,0,0
2025-03-12 10:38:58.640604,PAYMENT,David,Bob,3816.44,48347.43,44530.99,20283.58,24100.02,1,1234-5678-9012-0124,1.0,1,1,0
2024-12-15 10:38:58.623837,CASH_OUT,Alice,Charlie,4852.12,16569.44,11717.32,21119.91,25972.03,0,1234-5678-9012-0054,1.0,1,0,0
2024-09-25 10:38:58.627344,DEBIT,Eve,Alice,9086.15,9915.86,829.710000000001,46019.47,55105.62,1,1234-5678-9012-0411,1.0,1,1,1
2024-08-13 10:38:58.651812,CASH_IN,Jane,Alice,2361.29,1423.39,-937.9,36681.16,39042.45,1,1234-5678-9012-0151,1.0,1,1,0
2025-02-17 10:38:58.647960,CASH_IN,David,Bob,401.3,1176.18,774.8800000000001,39611.73,40013.030000000006,1,1234-5678-9012-0801,1.0,0,1,1
2025-02-24 10:38:58.624002,TRANSFER,Bob,Jane,5479.47,9909.62,4430.150000000001,42741.69,48221.16,1,1234-5678-9012-0887,1.0,1,1,1
2025-03-25 10:38:58.648976,CASH_OUT,David,Bob,6290.36,35941.1,29650.74,3053.12,9343.48,1,1234-5678-9012-0335,1.0,1,1,1
2025-01-17 10:38:58.650730,TRANSFER,Alice,Jane,3257.98,12178.37,8920.390000000001,20682.64,23940.62,1,1234-5678-9012-0233,1.0,1,1,1
2024-07-14 10:38:58.651254,TRANSFER,Bob,Eve,2241.74,20935.28,18693.54,24956.38,27198.120000000003,0,1234-5678-9012-0109,1.0,0,1,1
2024-05-18 10:38:58.650375,TRANSFER,Charlie,Alice,5050.66,32254.07,27203.41,20443.13,25493.79,1,1234-5678-9012-0955,1.0,1,1,1
2025-01-27 10:38:58.637907,CASH_OUT,John,Jane,6584.42,46145.27,39560.85,48801.62,55386.04,0,1234-5678-9012-0044,1.0,1,1,1
2025-02-04 10:38:58.656809,TRANSFER,Jane,David,110.84,6983.11,6872.27,2200.82,2311.6600000000003,1,1234-5678-9012-0564,1.0,1,1,1
2025-04-27 10:38:58.637993,CASH_OUT,David,Charlie,3284.81,10308.36,7023.550000000001,3943.77,7228.58,1,1234-5678-9012-0146,1.0,1,1,1
2025-02-11 10:38:58.651191,PAYMENT,Eve,Charlie,1103.6,4158.26,3054.6600000000003,42960.51,44064.11,1,1234-5678-9012-0430,1.0,1,1,1
2025-03-28 10:38:58.651567,TRANSFER,John,Alice,242.07,12854.73,12612.66,26540.55,26782.62,1,1234-5678-9012-0122,1.0,1,1,1
2024-12-25 10:38:58.635259,CASH_IN,John,Eve,1584.92,23186.71,21601.79,4945.06,6529.9800000000005,1,1234-5678-9012-0520,1.0,1,1,1
2024-12-05 10:38:58.648016,PAYMENT,John,David,2031.0,1475.18,-555.8199999999999,41453.43,43484.43,1,1234-5678-9012-0703,1.0,0,1,1
2025-01-19 10:38:58.651184,DEBIT,Eve,John,3405.67,8378.41,4972.74,36683.18,40088.85,1,1234-5678-9012-0537,1.0,0,1,1
2024-11-29 10:38:58.651948,TRANSFER,John,Eve,8507.73,28653.97,20146.24,16389.93,24897.66,1,1234-5678-9012-0018,1.0,1,1,1
2024-11-07 10:38:58.650750,PAYMENT,Bob,David,9968.9,14691.83,4722.93,37370.61,47339.51,1,1234-5678-9012-0337,1.0,1,1,1
2024-08-17 10:38:58.645342,CASH_IN,Charlie,Eve,8897.64,6326.17,-2571.47,2541.97,11439.61,1,1234-5678-9012-0564,1.0,1,0,1
2025-02-11 10:38:58.666453,CASH_OUT,John,Bob,7412.99,49407.2,41994.21,12163.71,19576.7,1,1234-5678-9012-0470,1.0,1,1,1
2025-04-10 10:38:58.647568,CASH_IN,John,Alice,9722.33,8709.02,-1013.3099999999996,4630.27,14352.6,1,1234-5678-9012-0349,1.0,1,1,0
2025-04-28 10:38:58.653020,PAYMENT,Jane,Eve,1654.12,11280.38,9626.259999999998,46160.2,47814.32,1,1234-5678-9012-0175,1.0,1,1,0
2024-09-16 10:38:58.635061,CASH_OUT,Alice,John,4571.82,40840.67,36268.85,18110.25,22682.07,1,1234-5678-9012-0598,1.0,1,0,0
2024-05-05 10:38:58.653786,TRANSFER,Bob,Jane,4854.57,7096.61,2242.04,27905.5,32760.07,1,1234-5678-9012-0439,1.0,1,1,1
2024-11-30 10:38:58.628795,CASH_OUT,Charlie,Alice,1226.43,16134.21,14907.78,25513.43,26739.86,0,1234-5678-9012-0545,1.0,1,1,1
2024-11-26 10:38:58.641161,CASH_OUT,Bob,Charlie,8177.27,7960.48,-216.79000000000087,31746.91,39924.18,1,1234-5678-9012-0865,1.0,1,1,1
2025-01-25 10:38:58.638846,DEBIT,Charlie,Alice,5277.22,5433.97,156.75,8053.71,13330.93,0,1234-5678-9012-0788,1.0,1,1,0
2024-05-15 10:38:58.650408,PAYMENT,Alice,Jane,3840.39,1179.67,-2660.72,5615.78,9456.17,1,1234-5678-9012-0447,1.0,1,1,0
2024-10-03 10:38:58.662328,CASH_OUT,Eve,Jane,5214.94,46630.43,41415.49,8568.94,13783.88,1,1234-5678-9012-0230,1.0,1,1,0
2024-12-18 10:38:58.629469,CASH_IN,Bob,John,9883.29,45737.61,35854.32,46882.74,56766.03,1,1234-5678-9012-0700,1.0,0,0,0
2024-07-04 10:38:58.665934,CASH_IN,Charlie,Alice,1443.57,12122.93,10679.36,26017.12,27460.69,1,1234-5678-9012-0408,1.0,1,1,1
2024-07-26 10:38:58.639321,TRANSFER,Jane,John,7655.29,5456.3,-2198.99,37556.01,45211.3,1,1234-5678-9012-0431,1.0,1,1,1
2024-05-16 10:38:58.634013,CASH_OUT,David,Alice,341.98,18530.93,18188.95,40446.46,40788.44,0,1234-5678-9012-0296,1.0,1,1,1
2025-01-20 10:38:58.642896,CASH_IN,David,Jane,3149.98,3018.14,-131.84000000000017,37341.83,40491.810000000005,1,1234-5678-9012-0791,1.0,1,1,0
2024-07-20 10:38:58.664005,CASH_OUT,Bob,Alice,4903.97,35620.68,30716.71,42561.79,47465.76,1,1234-5678-9012-0825,1.0,1,1,0
2024-08-27 10:38:58.662472,PAYMENT,David,John,2347.79,14516.96,12169.169999999998,14839.53,17187.32,1,1234-5678-9012-0201,1.0,0,1,1
2024-12-07 10:38:58.660402,DEBIT,Bob,David,308.0,46769.34,46461.34,47005.81,47313.81,1,1234-5678-9012-0367,1.0,1,1,0
2024-09-29 10:38:58.645025,PAYMENT,John,Charlie,5160.35,43995.66,38835.310000000005,8941.8,14102.15,1,1234-5678-9012-0627,1.0,1,1,1
2025-01-08 10:38:58.665057,TRANSFER,Charlie,John,7076.56,27683.43,20606.87,35620.84,42697.4,1,1234-5678-9012-0802,1.0,1,1,1
2024-09-12 10:38:58.658595,TRANSFER,Alice,John,7706.59,47069.2,39362.61,29233.7,36940.29,1,1234-5678-9012-0568,1.0,1,1,1
